ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos
1	Nubri	OR	1014	ã			or	conj.
2	Nubri			ã			mother [Sama]	n.
3	Nubri	FAECES (EXCREMENT)	675	ã			feces	n.
4	Nubri			ai			elder sister [Lho]	n.
5	Nubri			ai			okay	part.
6	Nubri	POWER	2526	aŋ			power	n.
7	Nubri			aŋɖaŋ			serial number	n.
8	Nubri			aŋpa			last born child	n.
9	Nubri			aŋsaŋ			much more	adj.
10	Nubri	BROTHER	1262	atso			brother	n.
11	Nubri			atsu			brother [Lho]	n.
12	Nubri	WOUND	1109	aɲe			wound	n.
13	Nubri	OLDER BROTHER	1759	ata			elder brother	n.
14	Nubri	FATHER'S SISTER	170	ani			father's sister	n.
15	Nubri			ani			also	gra.
16	Nubri			ani			nun	n.
17	Nubri			ano			religiously bonded friend (female)	n.
18	Nubri	FRIEND	1325	anoro			friend	n.
19	Nubri			apa			father [Tib.]	n.
20	Nubri			apʃak			sword; traditional sword	n.
21	Nubri	MOTHER	1216	ama			mother	n.
22	Nubri			amaɖintse			exclamation	excl.
23	Nubri			amidewa			hymn (a kind of Chinese hymn)	n.
24	Nubri			amidewari			hymn (of a kind)	n.
25	Nubri			amtsi			traditional doctor	n.
26	Nubri			amtso			ear [var. amtsok]	n.
27	Nubri	EAR	1247	amtsok			ear	n.
28	Nubri	EARLOBE	18	amtsok sokpa			earlobe	n.
29	Nubri			arak			liquor [var. ara]	n.
30	Nubri			aroŋ			mediocre	adj.
31	Nubri	HOW MUCH	531	aruŋ			much	adj.
32	Nubri			aruŋ			after a while	adv.
33	Nubri			aruŋ tʃime			very badly	adv.
34	Nubri			aruŋne			after that	adv.
35	Nubri			arkjok			horn [Lho, cf. harkjok]	n.
36	Nubri			artsa			pot for making liquor (pot fixed at the center of the liquorpreparing pot)	n.
37	Nubri			arɲiŋ			pot in which the liquor is collected during its preparation	n.
38	Nubri			alaili			little [Sama, cf. elailu]	adj.
39	Nubri			alak			different [Lho, cf. guduk]	adj.
40	Nubri			ale			exclamation	gram.
41	Nubri	YES	1268	ale			yes	gram.
42	Nubri			ali			rupees	n.
43	Nubri	SOME	1241	aliili			some	adj.
44	Nubri			aluk			garland	n.
45	Nubri			awa			father [Lho]	n.
46	Nubri	PARENTS	505	awaã			parents	n.
47	Nubri			aʃaŋ			maternal uncle, father in law	n.
48	Nubri			ẽ			particle (question)	part.
49	Nubri			ẽ			particle (yes)	part.
50	Nubri			e			exclamation	excl.
51	Nubri			ei			particle (right?)	part.
52	Nubri			ei			elder sister	n.
53	Nubri	ITCH	148	ei			to itch	v.
54	Nubri			eila			particle (in particular)	part.
55	Nubri			etʃi			elder.sister	n.
56	Nubri	RIGHT	1019	epa			right	adv.
57	Nubri	RIGHT	1019	epa			right	adj.
58	Nubri			epi			grandmother [Lho, cf. epi]	n.
59	Nubri			epi			grandmother [Sama, see ibi]	n.
60	Nubri			epsa			porch	n.
61	Nubri	LEFT	244	ẽma			left	adj.
62	Nubri	RAINY SEASON	453	erka			rainy season	n.
63	Nubri			erma			pepper (a kind of spice)	n.
64	Nubri	RIGHT	1019	ela			right side	adv.
65	Nubri			elajulu			little [Lho, cf. alaili]	adj.
66	Nubri			elok			yard [Lho, cf. ghorum]	n.
67	Nubri	GRANDMOTHER	1496	i			grandmother	n.
68	Nubri			ikgjap			hiccup	n.
69	Nubri			intsi			foreigner	n.
70	Nubri	GRANDMOTHER	1496	ibi			grandmother	n.
71	Nubri			isi			kitchen garden	n.
72	Nubri	THAT	78	o			that	pron.
73	Nubri			oi			vocative case	gram.
74	Nubri	UNCLE	1327	ou			uncle	n.
75	Nubri	FATHER	1217	ou			father	n.
76	Nubri			oka			that is true, right?	part.
77	Nubri	AT THAT TIME	2922	okapsune			at that time	adv.
78	Nubri			oŋkar			Ongkar (Place name in Lho village)	n.
79	Nubri			oda			there (Lho, cf. phuta]	adv.
80	Nubri			oma			from there	adv.
81	Nubri			omala			from there	adv.
82	Nubri			oja			towards there	adv.
83	Nubri			u			head (Hon.)	n.
84	Nubri			uaŋ			food item (santified by offering to God)	n.
85	Nubri	BREATH	870	uk			breath	n.
86	Nubri	LEAVE	1752	ukʃak			to leave	v.
87	Nubri			utshu			like that	adv.
88	Nubri			utshurtap			after that	adv.
89	Nubri			udzu			like that	adv.
90	Nubri			uʈa			hair of body (Hon.)	n.
91	Nubri	THAT	78	udi			that	pron.
92	Nubri			uni			and then	adv.
93	Nubri	DOWN OR BELOW	2094	umala			below	adv.
94	Nubri	THERE	1937	ula			there	adv.
95	Nubri			uʃa			cap (Hon.)	n.
96	Nubri			ə̃			yes (exclamation. It is used to say that something is true or correct	gram.
97	Nubri			ədəktshe			chairperson (Nep.)	n.
98	Nubri			əni			and then (Nep.)	adv.
99	Nubri			ka			particle (contrast)	part.
100	Nubri			ka			stop (tran.)	v.
101	Nubri			ka			bad star; influence of plenatary stars	n.
102	Nubri			kaŋel			trouble	n.
103	Nubri	PROBLEM	2425	kaŋel			problem	n.
104	Nubri			kaŋgar			cigaratte made locallyby encassing the tobacco in leaves	n.
105	Nubri	LAME	320	kaŋtʃhak			lame	adj.
106	Nubri	PROBLEM	2425	kaŋɲal			problem	n.
107	Nubri	LEG	1297	kaŋba			leg	n.
108	Nubri			kaŋba tsu			to begin walking	v.
109	Nubri	KNEE	1371	kaŋba tshitko			knee	n.
110	Nubri	FOOT	1301	kaŋbathil			feet	n.
111	Nubri			kaŋmantse			acting as if	adj.
112	Nubri			kaʈin			gratitute	n.
113	Nubri			kana			yes  please (Hon.)	excl.
114	Nubri			kana			expression to reply 'yes' politely	excl.
115	Nubri			kanaŋ			yes please	excl.
116	Nubri	TEMPLE	911	kani			temple	n.
117	Nubri	COVER	761	kap			to cover	v.
118	Nubri	TIME	892	kap			time	n.
119	Nubri			kap			to thatch	v.
120	Nubri	SHOE	1381	kaptʃa			shoes	n.
121	Nubri	TIME	892	kapso			time	n.
122	Nubri			kam			to dry (intr.)	v.
123	Nubri			kampa			infertile animal or human beings	n.
124	Nubri	THIN	2308	kambo			thin	adj.
125	Nubri			karnak			light black	adj.
126	Nubri	WHITE	1335	karpo			white	adj.
127	Nubri			karmanamgjal			Karma Namgyal (name of a male person)	n.
128	Nubri	DIFFICULT	584	kale			difficult	adj.
129	Nubri	WHERE	1237	kale			where	adv.
130	Nubri			kalpa			civilization	n.
131	Nubri			kalpa			era	n.
132	Nubri			kawaŋ			worship (of a kind)	n.
133	Nubri	COLUMN	2045	ká			pillar	n.
134	Nubri	VOICE	1363	ke			voice	n.
135	Nubri	BE BORN	1090	ke			to be born	v.
136	Nubri	CALL	1084	ke gjap			to call	v.
137	Nubri			ke gjur			to translate	v.
138	Nubri	CALL	1084	ke taŋ			to call	v.
139	Nubri			ke hjul			birthplace	n.
140	Nubri			keka			gift; present	n.
141	Nubri			kekar			horoscope	n.
142	Nubri			ketsa			matters, talk [Tib., cf. tam]	n.
143	Nubri			ken			effect	n.
144	Nubri			ken			weakness (of a man)	n.
145	Nubri			ken			to hang (tran.)	n.
146	Nubri	WAIST	1681	kepa			waist	n.
147	Nubri	BETWEEN	689	kepala			between	adv.
148	Nubri	HUNTER	1053	kerapa			hunter	n.
149	Nubri			ki			loan; lending	n.
150	Nubri			-ki			ergative case	gram.
151	Nubri			-ki			instrumental case	gram.
152	Nubri			-ki			genitive case	gram.
153	Nubri			kitshaŋ			place where dog sits	n.
154	Nubri			kituk			happiness and hardness	n.
155	Nubri			kiduk			happy and hardship	n.
156	Nubri	HAPPY	1495	kipo			happy	adj.
157	Nubri			kiptsaŋ			jackal	n.
158	Nubri	PUPPY	74	kipʈuk			puppy	n.
159	Nubri	BETWEEN	689	kimala			between	adv.
160	Nubri			ko			particle (you know)	part.
161	Nubri			ko tshaktshak			smiling	adj.
162	Nubri	BETRAY	1902	kokse			cheat	n.
163	Nubri	DANDRUFF	576	koksi			dandruff	n.
164	Nubri	BROOM	245	koŋma			broom	n.
165	Nubri			kotro			prayer wheel moved by hand	n.
166	Nubri			kor			to go round	v.
167	Nubri			kora			going round	n.
168	Nubri	WINDOW	1375	korkhun			window	n.
169	Nubri			kol			to boil (tran.)	v.
170	Nubri	STATUE	1002	ku			statue	n.
171	Nubri			kuŋ			butter lamp	n.
172	Nubri			kuŋ			between [Sama, cf. bharke]	adv.
173	Nubri			kuna			remote	adj.
174	Nubri	GOD	1944	kuntsok			god	n.
175	Nubri			kundzaŋ			Kunsang (name of a male person)	n.
176	Nubri	THREAD	1161	kupa			thread	n.
177	Nubri			kuma 			thief [Sama, cf. kũwa]	n.
178	Nubri			kumtshe			worship done at gompa	n.
179	Nubri	WITH	1340	kumden			with	post.
180	Nubri	WORSHIP	257	kurum			worship	n.
181	Nubri			kũwa			thief [Lho, cf. kuma]	n.
182	Nubri			kusuŋthukten			worship (of some kind)	n.
183	Nubri			kʏ			to steal (var. ki)	v.
184	Nubri			køn			injury	n.
185	Nubri			kja			also	part.
186	Nubri			-kja			PL	gram.
187	Nubri	HUNDRED	1634	kja thampa			one hundred	num.
188	Nubri	FAECES (EXCREMENT)	675	kjakpa			feces	n.
189	Nubri	ONLY	1580	kjaŋkjaŋ			only	adv.
190	Nubri			kjaptʃol			refugee	n.
191	Nubri			kjal			to make reach	v.
192	Nubri			kjo			laddle	n.
193	Nubri	POOR	1674	kjou			poor	adj.
194	Nubri			kjon			affect	n.
195	Nubri			kjopso			relief	n.
196	Nubri			kjor			to fence	v.
197	Nubri	SOUR	1906	kjurpu			sour	adj.
198	Nubri	THIEF	1160	kwã			thief	n.
199	Nubri			kám			to make dry	v.
200	Nubri	MOUTH	674	kha			mouth	n.
201	Nubri			kha			shard edge	n.
202	Nubri	SNOW	784	kha:			snow	n.
203	Nubri			kha tshendi			chilli hot	adj.
204	Nubri			kha dar			to sharpen (equipment)	v.
205	Nubri	SEPARATE	1359	khaka			to separate	v.
206	Nubri	THIRST	848	khakom			thirst	n.
207	Nubri	DIFFICULT	584	khakpo			difficult	adj.
208	Nubri	BITTER	887	khakpu			bitter	adj.
209	Nubri	ROOF	769	khaŋdok			roof	n.
210	Nubri			khaŋpa			house [Tib.]	n.
211	Nubri	DAY BEFORE YESTERDAY	1180	khatsiŋ			day before yesterday	adv.
212	Nubri	COVER	761	khatʃo kop			cover	n.
213	Nubri	NUMBER	1356	khaʈaŋ			number	n.
214	Nubri			khaɖal			to be separated	n.
215	Nubri			khaɖaltsuk			to separate (tran.)	v.
216	Nubri	TOWARDS	2754	khatuk			towards	post.
217	Nubri			khadik			to stammer	v.
218	Nubri			khanup			day before yesterday [Lho, cf. khonum]	adv.
219	Nubri	NEEDLE (FOR SEWING)	1382	khap			needle	n.
220	Nubri			khaptsok			lid; cover	n.
221	Nubri			khaptuk			direct	adj.
222	Nubri	STRAIGHT	1404	khapthuk			straight	adj.
223	Nubri	SOUR	1906	khappo			sour	adj.
224	Nubri			khaple			chatting	n.
225	Nubri	OPEN	1156	khabe			to open	v.
226	Nubri			kharak			crow [Sama, cf. garok]	n.
227	Nubri			kharal			incomplete	adj.
228	Nubri	HALF	816	kharal			half	adj.
229	Nubri			khari khaptuk			straightforward in nature	adj.
230	Nubri	SURFACE	547	khala			surface	n.
231	Nubri			khala			food [cf. khalak]	n.
232	Nubri			khalak			food [Tib.]	n.
233	Nubri			khasaŋ			recently	adv.
234	Nubri			khase			somebody	pron.
235	Nubri			khaseni			some [Tib.]	pron.
236	Nubri			khasiŋ			recently	adv.
237	Nubri			khasin teli			recently	adv.
238	Nubri			khahala			over there; on that side	adv.
239	Nubri	YOU	1213	khẽ			you	pron.
240	Nubri			kheu			beard; mustache	n.
241	Nubri			khen			knowledgeable	adj.
242	Nubri	DIFFERENT	2504	khepar			different	adj.
243	Nubri			khembu			abbot	n.
244	Nubri	YOU	1213	kheraŋ			you	pron.
245	Nubri			khewa			skillful	adj.
246	Nubri			khewaŋ			skilled person	adj.
247	Nubri			khesin			recently	adv.
248	Nubri	CHEAP	1887	khiu			cheap	adj.
249	Nubri	CIRCLE	1467	khikhir			circle	n.
250	Nubri	HOUSE	1252	khim			house	n.
251	Nubri	NEIGHBOUR	1332	khimdze			neighbour	n.
252	Nubri			khimdak			master of the house	n.
253	Nubri	SPOON	1378	khimbu			spoon	n.
254	Nubri			khirkhir			circular	adj.
255	Nubri			kho			he, it	pron.
256	Nubri			kho			liquid; juice	n.
257	Nubri			kho sopsop			juicy	adj.
258	Nubri			khokkhok			curly (hair)	adj.
259	Nubri			khokpa			inner part of body	n.
260	Nubri	WOUND	1109	khokpa			wound	n.
261	Nubri	TESTICLES	797	khoksi			testicles	n.
262	Nubri	HE	1211	khoŋ			he	pron.
263	Nubri	BE ANGRY	2223	khoŋ laŋ			to be angry	v.
264	Nubri	ANGRY	1826	khoŋɖo			angry	adj.
265	Nubri			khonum			day before yesterday [Sama, cf. khadzaŋ]	adv.
266	Nubri	YOU	1213	khoraŋ			you	pron.
267	Nubri	THEY	817	khoraŋ			they	pron.
268	Nubri	SELF	1993	khoroŋ			self	pron.
269	Nubri	NUT	191	khortshen			chilli	n.
270	Nubri			khorpa			big sickle	n.
271	Nubri	BOIL (OF LIQUID)	792	khol			to boil (intr.)	v.
272	Nubri	POCKET	1851	khol			pocket	n.
273	Nubri			kholda			strip (of bell of horse)	n.
274	Nubri			khu			to be able	v.
275	Nubri	THEY	817	khuŋ			they	pron.
276	Nubri	THEY	817	khuŋgja			they	pron.
277	Nubri	THEY	817	khuŋtso			they	pron.
278	Nubri	THEY	817	khuntso			they	pron.
279	Nubri	CARRY	700	khur			to carry	v.
280	Nubri			khurpa			porter	n.
281	Nubri	LOAD	1679	khurpu			load	n.
282	Nubri			khø			you (2sg)	pron.
283	Nubri			khja			feeling cold	n.
284	Nubri			khjak			to freeze (intr.)	v.
285	Nubri			khjaktsu			to freeze (tran.)	v.
286	Nubri	YOUR	2091	khjaŋ			your	pron.
287	Nubri			khjaŋgja			you (pl)	pron.
288	Nubri			khjap			to spread	v.
289	Nubri			khjam			to go round; to visit	v.
290	Nubri	HUSBAND	1200	khjoka			husband	n.
291	Nubri			khjoktoŋ			young boy	n.
292	Nubri			ga			particle (contrast)	part.
293	Nubri	GOOD	1035	ga			good	adj.
294	Nubri	HAPPY	1495	ga			happy	adj.
295	Nubri			ga			seat on the back of jak	n.
296	Nubri			ga			to be stuck on neck	v.
297	Nubri			ga			to stop (intr.)	v.
298	Nubri	TIME	892	gaŋ			time	n.
299	Nubri			gaŋ			to be full (intr.); to make full (tran.)	v.
300	Nubri			gaŋ			what (Tib.)	pron.
301	Nubri	WHILE	726	gaŋ			while	adv.
302	Nubri	OLD (AGED)	2112	gaŋun			old (aged)	n.
303	Nubri	GOOD	1035	gaŋtsen			nice	n.
304	Nubri			gaŋpo			all (Tib.)	adj.
305	Nubri			gaŋmantse			extreme	adj.
306	Nubri	TIME	892	gaŋla			time	n.
307	Nubri			gatsø 			how much [Tib., cf. maŋlø]	adj.
308	Nubri	HOW MUCH	531	gadzin			much	adj.
309	Nubri			gana			where [Lho, cf. gunta]	adv.
310	Nubri	WHERE	1237	ganala			where	adv.
311	Nubri			gane			how [Lho, cf. guntsu]	adv.
312	Nubri	HOW	1239	gante			how	adv.
313	Nubri			gap			Ghap (place name in Prok)	n.
314	Nubri	BUTTOCKS	834	gapta			buttock	n.
315	Nubri	WEIGH	1098	gar			to weigh	v.
316	Nubri			garok			crow [Lho, cf. kharak]	n.
317	Nubri			garu			where [Samdo]	adv.
318	Nubri			garu			wherever	adv.
319	Nubri	DANCE	1879	gartse			dance	n.
320	Nubri	FENCE	1690	garta taŋ			fence	n.
321	Nubri			gala			clothes [Sama, cf. golak]	n.
322	Nubri			gala			where [Samdo]	adv.
323	Nubri	SLOWLY	2165	gale			slowly	adv.
324	Nubri			galegale			hurriedly	adv.
325	Nubri	BALD	1125	galɖer			bald	adj.
326	Nubri			gawa			graycoloured soil	n.
327	Nubri	EIGHT	1705	ge			eight	num.
328	Nubri			ge			to be split	v.
329	Nubri	FAST	1631	geu			quickly	adv.
330	Nubri			geŋun			old man and woman	n.
331	Nubri	NINETY	1724	getʃu			ninety	num.
332	Nubri			getʃugeʈuk			eighty six	num.
333	Nubri			geɲuŋ			aged people	n.
334	Nubri			gen			upward slope	n.
335	Nubri			gerpa			individual; private	n.
336	Nubri			gerpa			private	adj.
337	Nubri	FALL	1280	gel			to fall	v.
338	Nubri	FALL	1280	gel			to fall	v.
339	Nubri	SLOW	701	gele			slow	adj.
340	Nubri	RELIGION	661	gewa			religion	n.
341	Nubri			-gi			instrumental case	gram.
342	Nubri			-gi			ergative case	gram.
343	Nubri			giri 			all [Lho, cf. tʃapa]	adj.
344	Nubri	ALL	98	girimiri			all	adj.
345	Nubri	GLASS	604	gila			glass	n.
346	Nubri	DOOR	1567	go			door	n.
347	Nubri	HEAR	1408	go			to hear	v.
348	Nubri			go			to need	v.
349	Nubri	ENOUGH	1881	goko			to be enough	v.
350	Nubri	BAD	1292	gokpo			bad	adj.
351	Nubri			gõgõ			beginning [Sama, cf. goma]	adv.
352	Nubri			goŋ			good [Sama, cf. hjama]	adj.
353	Nubri			goŋo			at the first time	adv.
354	Nubri	EVENING	1629	goŋmo			evening	n.
355	Nubri			goŋlo			year (Hon.)	n.
356	Nubri	WEAR	976	gon			to wear	v.
357	Nubri			goni			in the beginning	adv.
358	Nubri			gopu			old; aged	adj.
359	Nubri			gom			addicted to tobacco, or any other things	n.
360	Nubri			gom			meditation	n.
361	Nubri			goma 			in the beginning [Lho, cf. gõgõ]	adv.
362	Nubri			gomani			firstly	adv.
363	Nubri			gompa			monastery	n.
364	Nubri			gomsi			habit	n.
365	Nubri			gorom			yard [Sama; cf. jolok]	n.
366	Nubri			gorum			yard [Sama, cf. elok]	n.
367	Nubri			golak			clothes [Lho, cf. gala]	n.
368	Nubri			golu			song sung when men move from old house to new house	n.
369	Nubri	NINE	1483	gu			nine	num.
370	Nubri			gui			forth day coming (in future, coming)	n.
371	Nubri	CORNER	192	gukla			corner	n.
372	Nubri			guŋmal			beam for supporting rafter	n.
373	Nubri	MIDDLE	1093	guŋla			middle	n.
374	Nubri			guduk 			different [Lho, Sama alak]	adj.
375	Nubri			guntsu			how [Sama, cf. gane]	adv.
376	Nubri			gunta			how [Sama, cf. gana]	adv.
377	Nubri			gupkja			ninety ninety	num.
378	Nubri	TENT	1316	gur			tent	n.
379	Nubri			guruŋ			Gurung	n.
380	Nubri			gul			to shake (intr.)	v.
381	Nubri			gul			shake (tran.)	v.
382	Nubri			gul			to move (intr., tran.)	v.
383	Nubri			gultsuk			to shake (tran.)	v.
384	Nubri			gø			to distribute	v.
385	Nubri	WINTER	1471	gønka			winter	n.
386	Nubri	HUNDRED	1634	gja			hundred	num.
387	Nubri			-gja			plural	gram.
388	Nubri	GATE	2940	gjak			gate	n.
389	Nubri			gjakar			India	n.
390	Nubri	GATE	2940	gjako			gate	n.
391	Nubri	BACK	1291	gjakuŋ			back	adv.
392	Nubri	BEHIND	1686	gjakuŋ			behind	adv.
393	Nubri			gjakuŋla			after that	adv.
394	Nubri	MANY	1198	gjaktse			many	adj.
395	Nubri	FAT (ORGANIC SUBSTANCE)	323	gjakpa			fat	adj.
396	Nubri			gjakʃo			fattest	adj.
397	Nubri	GATE	2940	gjago			gate	n.
398	Nubri			gjatso			Ghyacho (name of a man)	n.
399	Nubri	EIGHTY	1722	gjatʃu			eighty	num.
400	Nubri			gjatʃugjaɲi			eighty two	num.
401	Nubri			gjanak			China	n.
402	Nubri			gjap			to fix (a tent)	v.
403	Nubri	BUILD	1840	gjap			to build	v.
404	Nubri			gjap			to drive away	v.
405	Nubri	HIT	1433	gjap			to hit	v.
406	Nubri			gjaptsa gjap			to hold each other	v.
407	Nubri	OCEAN	645	gjaptso			ocean	n.
408	Nubri	BEHIND	1686	gjapla			behind	post.
409	Nubri	BUCKWHEAT	2040	gjabre			buckwheat	n.
410	Nubri			gjami			Chinese	n.
411	Nubri	OCEAN	645	gjamtso			ocean	n.
412	Nubri			gjaram			located in cross position	n.
413	Nubri	FALL	1280	gjal			to fall	v.
414	Nubri			gjaliŋ			small flute-like musical instrument a lama plays	n.
415	Nubri	COUNTRY	1300	gjalkap			country	n.
416	Nubri			gjaltsa			here and there	adv.
417	Nubri			gjaltsagjap			to hold each other	v.
418	Nubri			gjaltsen			name of a male person	n.
419	Nubri			gjaltsuk			to make fall; to let fall	v.
420	Nubri			gjaltaŋ			bird (of a kind)	n.
421	Nubri	KING	1508	gjalbo			king	n.
422	Nubri			gjawa riŋpur			Dalai Lama	n.
423	Nubri			gjawarimportshe			Dalai Lama	n.
424	Nubri			gjãs			gas	n.
425	Nubri			gjaʃugjaɲi			eighty two	num.
426	Nubri	FAST	1631	gjowú			quickly	adv.
427	Nubri			gju			property	n.
428	Nubri			gju			property inherited from parents	n.
429	Nubri	RUN	1519	gjuk			to run	v.
430	Nubri			gjuken			cause and effect	n.
431	Nubri	STICK	1295	gjukpa			stick	n.
432	Nubri	BECOME	1990	gjur			to become	v.
433	Nubri	CHANGE	1264	gjurwa			to change	v.
434	Nubri	I	1209	ŋa			I	pron.
435	Nubri	WE	1212	ŋaŋtso			we	pron.
436	Nubri			ŋaɲaŋ			early morning	adv.
437	Nubri			ŋantso			we (Tib.)	pron.
438	Nubri	EARLY	672	ŋande			early	adv.
439	Nubri			ŋanso			resting place	n.
440	Nubri	FIFTY	1717	ŋaptʃu			fifty	num.
441	Nubri	BEFORE	1882	ŋama			before	adv.
442	Nubri			ŋamaŋame			long long ago	adv.
443	Nubri			ŋamɲum			experience	n.
444	Nubri	SELF	1993	ŋaraŋ			self	pron.
445	Nubri	TOMORROW	1329	ŋaro			tomorrow	adv.
446	Nubri	OBSTINATE	1842	ŋarkel			obstinate	adj.
447	Nubri			ŋarkjal			insistent	adj.
448	Nubri			ŋarpa			hard working man	n.
449	Nubri			ŋarme			forcefully	adv.
450	Nubri	SWEET	717	ŋarmo			sweet	adj.
451	Nubri			ŋala			first; before	adj.
452	Nubri			ŋalo			what time (early)	adv.
453	Nubri	FIRST	728	ŋaʃo			first	num.
454	Nubri	FIVE	493	ŋá			five	num.
455	Nubri	DRUM	908	ŋá			drum	n.
456	Nubri	WE	1212	ŋe			we	pron.
457	Nubri			ŋeki gompa			Ngeki monastery (Nagarjuna in Kathmandu)	n.
458	Nubri	PILLOW	1044	ŋeko			pillow	n.
459	Nubri	PILLOW	1044	ŋego			pillow	n.
460	Nubri			ŋeŋe			rather little[Sama, cf. tsatsa]	adj.
461	Nubri			ŋetʃik			little [Lho, cf. ŋeŋe]	adv.
462	Nubri	BEFORE	1882	ŋema			before	adv.
463	Nubri			ŋemadiki			Ngemadiki (name of a girl)	n.
464	Nubri	NEAR	1942	ŋemo			near	adv.
465	Nubri	BAD	1292	ŋempa			bad	adj.
466	Nubri			ŋewa rere			everyday	adv.
467	Nubri	SMALL	1246	ŋéŋé			little	adj.
468	Nubri	WE	1212	ŋi			we	pron.
469	Nubri	WE	1212	ŋigja			we	pron.
470	Nubri			ŋimeŋime			forcefully	adv.
471	Nubri			ŋo			to recognize	v.
472	Nubri			ŋo seken			identification	n.
473	Nubri			ŋokar			light blue	adj.
474	Nubri	SHY	487	ŋotsha			shy	n.
475	Nubri			ŋotok			real	adj.
476	Nubri			ŋotok			in reality	adv.
477	Nubri			ŋotok			extremely	adv.
478	Nubri			ŋonpo			blue (Tib.)	adj.
479	Nubri	BEFORE	1882	ŋoma			before	adv.
480	Nubri	BLUE	837	ŋombu			blue	adj.
481	Nubri			ŋola			before; in front of	adv.
482	Nubri	CRY	1839	ŋui			to weep	v.
483	Nubri			ŋuitsuk			to make weep	v.
484	Nubri	BEFORE	1882	ŋuma			before	adv.
485	Nubri	SILVER	759	ŋul			silver	n.
486	Nubri	MONEY	1559	ŋul			money	n.
487	Nubri	SWEAT (SUBSTANCE)	125	ŋulnak			sweat	n.
488	Nubri			ŋø			to fry	v.
489	Nubri			ŋápa			fifth	num.
490	Nubri	VEIN	1924	tsa			vein	n.
491	Nubri	ROOT	670	tsa			root	n.
492	Nubri	GRASS	606	tsa			grass	n.
493	Nubri	BASKET	1539	tsau			basket	n.
494	Nubri			tsakatsiki			light (not serious)	adj.
495	Nubri			tsaksum			twenty three	num.
496	Nubri	LIZARD	632	tsaŋbre			lizard	n.
497	Nubri	CLEAN	704	tsaŋma			clean	adj.
498	Nubri			tsaŋma			pure (untouched)	adj.
499	Nubri			tsatsa 			ratjer little [Sama, cf. ŋeŋe]	adj.
500	Nubri	TWENTY	1710	tsaɲi			twenty	num.
501	Nubri			tsadokju			curse; abusive expression	n.
502	Nubri	GRASSHOPPER	607	tsabu			grasshopper	n.
503	Nubri	LIKE	1117	tsamɖa			like	adj.
504	Nubri			tsampa			flour [Nubri, cf. phe]	n.
505	Nubri			tsal			to search	v.
506	Nubri			tsala			to sift	v.
507	Nubri	PLAY	1413	tse			play	v.
508	Nubri			tse			front part of panis	n.
509	Nubri	TONGUE	1205	tseõ			tongue	n.
510	Nubri			tsen			place where people live (in contrast to the place where god andsnake god lives)	n.
511	Nubri			tsepo			basket (made of bamboo strips)	n.
512	Nubri			tsema 			less	adj.
513	Nubri			tsema			young, youth	adj.
514	Nubri			tsemʃel			eyeglass (Hon)	n.
515	Nubri			tsẽresi			Cherensi God	n.
516	Nubri	POT	1462	tselak			pot	n.
517	Nubri			tsesa			playground	n.
518	Nubri			tsĩ			particle (right)	part.
519	Nubri			tsi			to calculate; to count	v.
520	Nubri			tsi			mathematics	n.
521	Nubri			tsia			also	adv.
522	Nubri	SOME	1241	tsia			some	adj.
523	Nubri			tsikden			normal life	n.
524	Nubri	WALL (OF HOUSE)	933	tsikpa			wall	n.
525	Nubri			tsikja			foreigner	n.
526	Nubri			tsitaŋtsime			very much	adv.
527	Nubri			tsitamtʃi			anything	pron.
528	Nubri			tsitoŋ taŋ			to calculate	v.
529	Nubri			tsiduŋ			calculation	n.
530	Nubri			tsilo			what (used in the conversation when one is confused)	excl.
531	Nubri			tso			important; main	adj.
532	Nubri			tsoktsok			straight up (while sitting)	n.
533	Nubri	PRISON	1281	tsoŋkhaŋ			prison	n.
534	Nubri			tsotso 			like (resembling) [Sama, cf. tʃamɖa]	adj.
535	Nubri			tsomdendja			Lord Buddha	n.
536	Nubri	PRISONER	1072	tsompa			prisoner	n.
537	Nubri	BELIEVE	1890	tsol			to believe	v.
538	Nubri			tsu			to plant small plant	v.
539	Nubri			tsuk			to allow	v.
540	Nubri			tsupin			crest	n.
541	Nubri			tsum			Tsum valley	n.
542	Nubri	COOK (SOMETHING)	1100	tsø			to cook	v.
543	Nubri	PRISON	1281	tsøŋkhaŋ			prison	n.
544	Nubri			tsøsa			pot for cooking	n.
545	Nubri	SALT	1274	tsha			salt	n.
546	Nubri	FEVER	1534	tsha			fever	n.
547	Nubri			tsha garpa 			with more salt	adj.
548	Nubri	GRANDDAUGHTER	1619	tshãu			granddaughter	n.
549	Nubri	NEPHEW	1063	tshaũ			nephew	n.
550	Nubri			tshau			grandson\	n.
551	Nubri	BECOME	1990	tshak			to become	v.
552	Nubri			tshak			Chak village in Nubri	n.
553	Nubri	ENOUGH	1881	tshaŋ			to be enough	v.
554	Nubri	NEST	539	tshaŋ			nest	n.
555	Nubri			tshaŋma			all (Tib.)	adj.
556	Nubri			tshaŋre			attendence	n.
557	Nubri			tshaŋsaŋmo			Chhangsangmo (name of a female person)	n.
558	Nubri	MEANING	2950	tshaɲi			meaning	n.
559	Nubri	HOT	1286	tshane			hot	adj.
560	Nubri	HOT	1286	tshande			hot	adj.
561	Nubri	NIGHT	1233	tshamo			night	n.
562	Nubri	SOMETIMES	1544	tshamtsham			sometimes	adv.
