ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
2007	Nubi			ʃala kjap			to smear	v.	364	SMEAR	1
2008	Nubi			ʃaldep			donation	n.		???	
2009	Nubi	SPLIT	1437	ʃà			to split	v.	1437	SPLIT	1
2010	Nubi	KEEP	1477	ʃàk			to keep	v.	1477	KEEP	1
2011	Nubi	BLIND	1653	ʃàra			blind	adj.	1653	BLIND	2
2012	Nubi			ʃàltep			donation	n.		???	
2013	Nubi	SOMEONE	2422	ʃenda			others	adj.	2422	SOMEONE	2
2014	Nubi	OTHER	197	ʃemen			other	adj.	197	OTHER	2
2015	Nubi	GLASS	604	ʃel			glass	n.	604	GLASS	2
2016	Nubi	FOUR	1500	ʃi			four	num.	1500	FOUR	2
2017	Nubi	DIE	1494	ʃi			to die	v.	1494	DIE	1
2018	Nubi	FALL	1280	ʃi			to fall down	v.	1280	FALL	1
2019	Nubi	LOOK	1819	ʃi			to look	v.	1819	LOOK	1
2020	Nubi			ʃik			to look (Hon.)	v.	1819	LOOK	3
2022	Nubi	FALL	1280	ʃik			to fall down	v.	1280	FALL	1
2023	Nubi	FIELD	212	ʃiŋ			field	n.	212	FIELD	2
2024	Nubi	FIREWOOD	10	ʃiŋ			firewood	n.	10	FIREWOOD	2
2025	Nubi	FINISH	1766	ʃiŋ			to finish	v.	1766	FINISH	1
2026	Nubi			ʃiŋŋal			burning piece of wood	n.		???	
2027	Nubi	FARMER	979	ʃiŋpa			farmer	n.	979	FARMER	2
2028	Nubi	TERMITE	883	ʃiŋbu			termite	n.	883	TERMITE	2
2029	Nubi			ʃidur			fear after one's death	n.		???	
2030	Nubi			ʃipa			fourth	num.		???	
2031	Nubi	FORTY	1716	ʃiptʃu			forty	num.	1716	FORTY	2
2032	Nubi	TASTY	1813	ʃimpo			tasty	adj.	1813	TASTY	2
2033	Nubi			ʃo			Sho (place name in Lho)	n.		???	
2034	Nubi			ʃoŋ			to accomodate; to have enough place	v.		???	
2035	Nubi	MUSHROOM	641	ʃoŋ			mushroom 	n.	641	MUSHROOM	4
2036	Nubi			ʃop			to be imprisoned	v.		???	
2038	Nubi	LIKE	1117	ʃor			to like	v.	1117	LIKE	1
2039	Nubi	ENTER	749	ʃu			to enter	v.	749	ENTER	1
2040	Nubi			ʃu			to sit (Hon.)	v.	1416	SIT	3
2041	Nubi	ARROW	977	ʃu			arrow	n.	977	ARROW	2
2042	Nubi	HIT	1433	ʃui			to hit	v.	1433	HIT	1
2043	Nubi			ʃuk			force	n.	2526	POWER	2
2044	Nubi	PLASTIC	654	ʃuku			plastic	n.	654	PLASTIC	4
2045	Nubi	PLASTIC	654	ʃuku			plastic	n.	654	PLASTIC	4
2046	Nubi	GOVERNMENT	815	ʃuŋ			government	n.	815	GOVERNMENT	2
2047	Nubi	TOWARDS	2754	ʃuŋ			towards	adv.	2754	TOWARDS	2
2048	Nubi			ʃuŋ			book (of Buddhism)	n.	963	BOOK	4
2049	Nubi			ʃʏ			to extend hand to receive something	n.		???	
2050	Nubi	BUILD	1840	ʃø			to build	v.	1840	BUILD	1
2051	Nubi	KNOW (SOMETHING)	1410	ha go			to know	v.	1410	KNOW (SOMETHING)	1
2053	Nubi			hau			up there	adv.		???	
2054	Nubi	THERE	1937	hauda			there	adv.	1937	THERE	2
2055	Nubi	THERE	1937	hauda			there	adv.	1937	THERE	2
2056	Nubi			haudala			further there	adv.		???	
2057	Nubi	THERE	1937	haudala			there	adv.	1937	THERE	2
2060	Nubi	BAD	1292	hapera			bad	adj.	1292	BAD	2
2061	Nubi			ham			shoes (Hon.)	n.	1381	SHOE	4
2062	Nubi			hajaŋ			almunium	n.		???	
2063	Nubi	OUR	780	haroŋ			our	adj.	780	OUR	2
2065	Nubi			hartsho			further away that side	adv.		???	
2066	Nubi			hala			thither; that side	adv.	2923	THITHER (THERE TO)	4
2067	Nubi			halam			that much	adj.		???	
2068	Nubi			hale			that side	adv.		???	
2069	Nubi			hale			extremely; very	adv.	1311	VERY	4
2070	Nubi	VERY	1311	hali			very	adv.	1311	VERY	2
2071	Nubi			halo			that side	adv.		???	
2073	Nubi			hẽ			exclamation	excl.		???	
2074	Nubi			hemu			Kathmandu	n.		???	
2075	Nubi			hembu			Kathmandu	n.		???	
2076	Nubi			hé			potato [Lho, cf. do]	n.	593	POTATO	4
2077	Nubi			héphép			mischivious	adj.		???	
2078	Nubi			hitsé			belief	n.		???	
2079	Nubi			hin			copula verb	v.		???	
2080	Nubi			hin			copular verb	v.		???	
2081	Nubi			hinaŋ gompa			Hinang gompa	v.		???	
2083	Nubi	YES	1268	hõ			yes	excl.	1268	YES	2
2084	Nubi	THAT	78	ho			that	pron.	78	THAT	2
2085	Nubi			hoi			towards there	adv.		???	
2086	Nubi	THAT	78	hou			that	pron.	78	THAT	2
2087	Nubi			hou			of there	adv.		???	
2088	Nubi			hogaŋ			that time	adv.	2922	AT THAT TIME	4
2089	Nubi	COME	1446	hoŋ			to come	v.	1446	COME	1
2090	Nubi			hoŋsaŋpu			Hongsangpu gompa (PN)	n.		???	
2091	Nubi			hoŋsaŋphu			Hongsangphu (name of gompa)	n.		???	
2092	Nubi			hoŋsaŋbu			Hongsangbu (name of a man)	n.		???	
2093	Nubi			hotsø			that much	adj.		???	
2094	Nubi			hoʈel			hotel (Eng.)	n.		???	
2095	Nubi	THERE	1937	hota			there	adv.	1937	THERE	2
2096	Nubi			hotok			really	adv.		???	
2097	Nubi	THERE	1937	hoda			there	adv.	1937	THERE	2
2098	Nubi	THERE	1937	hodala			there	adv.	1937	THERE	2
2099	Nubi			hodiko			that one	pron.	78	THAT	4
2100	Nubi	THEY	817	hodigja			they	pron.	817	THEY	2
2101	Nubi			hone			like this	adj.		???	
2102	Nubi			honɖe			like this	adj.		???	
2103	Nubi	SUDDENLY	2920	hop			suddenly	adv.	2920	SUDDENLY	2
2104	Nubi			hopame			Hopak God (Namo Buddha)	n.		???	
2105	Nubi	SUDDENLY	2920	hoptak			suddenly	adv.	2920	SUDDENLY	2
2106	Nubi	SUDDENLY	2920	hoptak medi			suddenly	adv.	2920	SUDDENLY	2
2107	Nubi	SUDDENLY	2920	hoptatale			suddenly	adv.	2920	SUDDENLY	2
2108	Nubi	DEAF	996	hompa			deaf	adj.	996	DEAF	2
2110	Nubi			hortse			thank you	n.		???	
2111	Nubi			hortshe			thank you	excl.		???	
2112	Nubi			hordzuŋ			thank you	excl.		???	
2113	Nubi	THERE	1937	hola			there	adv.	1937	THERE	2
2114	Nubi			hosarbuʈi			Hosar Buti (name of a woman)	n.		???	
2115	Nubi			hui			from that side	adv.		???	
2116	Nubi			hutsho			over there	adv.		???	
2117	Nubi			hutshuda			like this	adv.		???	
2118	Nubi	THAT	78	hudi			that	pron.	78	THAT	2
2119	Nubi	FACE	1560	hunuŋ			face	n.	1560	FACE	2
2120	Nubi			huʃaŋ			Husyang (PN)	n.		???	
2121	Nubi	ABOVE	1741	hʏ			above	adv.	1741	ABOVE	2
2122	Nubi			hʏhja			towards above	adv.		???	
2123	Nubi	ALL	98	hødzo			all	adj.	98	ALL	2
2124	Nubi	DEAF	996	høntʃaŋ			deaf	adj.	996	DEAF	2
2125	Nubi			hjã			okay	excl.		???	
2126	Nubi	TOWARDS	2754	hja			towards	adv.	2754	TOWARDS	2
2127	Nubi	ABOVE	1741	hja			above	adv.	1741	ABOVE	2
2128	Nubi			hjakpo			good [Tib. cf. ghoŋ]	adj.	1035	GOOD	4
2129	Nubi	AGAIN	204	hjaŋ			again	adv.	204	AGAIN	2
2130	Nubi			hjaŋ			also	part.		???	
2131	Nubi	AGAIN	204	hjaŋ phalem			again	adv.	204	AGAIN	2
2132	Nubi	HOW MUCH	531	hjaŋdi			much	adv.	531	HOW MUCH	2
2133	Nubi			hjaŋba			careless	adj.		???	
2134	Nubi	LIGHT (WEIGHT)	1052	hjaŋbo			light (weight)	adj.	1052	LIGHT (WEIGHT)	2
2135	Nubi	LIGHT (WEIGHT)	1052	hjaŋmu			light (weight)	adj.	1052	LIGHT (WEIGHT)	2
2136	Nubi	BRANCH	1531	hjaŋlak			branch	n.	1531	BRANCH	2
2137	Nubi			hjaŋse			incarnation	n.		???	
2138	Nubi			hjap			father (Hon)	n.	1217	FATHER	4
2139	Nubi			hjama			something unpleasant	n.		???	
2140	Nubi			hjama			sinus; a bad nose	n.		???	
2141	Nubi			hjamu			Kathmandu	n.		???	
2142	Nubi			hjarke soŋ			to be developed	v.		???	
2143	Nubi	LOSE	1660	hjal			to lose	v.	1660	LOSE	1
2144	Nubi	ABOVE	1741	hjala			above	adv.	1741	ABOVE	2
2145	Nubi			hjalak			upward slope, ascent	n.		???	
2147	Nubi			hjo			copular verb	v.		???	
2148	Nubi	ARMPIT	1886	hjoktsuk			armpit	n.	1886	ARMPIT	2
2149	Nubi			hjoktsuk wapu			hair of armpit	n.		???	
2150	Nubi	ALL	98	hjotshe			all	adj.	98	ALL	2
2151	Nubi	ALL	98	hjodzø			all	adj.	98	ALL	2
2152	Nubi			hjop			iron thing in which the leg can be rested while riding horse	n.		???	
2153	Nubi	RICE	926	hjopa			rice	n.	926	RICE	2
2154	Nubi	SOME	1241	hjolu			some	adj.	1241	SOME	2
2155	Nubi			hjolmo			Yohlmo	n.		???	
2156	Nubi			hjolsula			after that time	adv.		???	
2157	Nubi			hjuta			that side	adv.		???	
2158	Nubi	TIME	892	hjun			time	n.	892	TIME	2
2159	Nubi	ABOVE	1741	hjuru			above	adv.	1741	ABOVE	2
2160	Nubi			hjurtsok			to doze	v.		???	
2161	Nubi			hjurma			weed	n.		???	
2162	Nubi	VILLAGE	930	hjul			village	n.	930	VILLAGE	2
2163	Nubi	ABOVE	1741	hjula			above	adv.	1741	ABOVE	2
2164	Nubi			hjulu			some [Sama, cf.  riŋga]	adj.	1241	SOME	4
2165	Nubi			hjulmi			villager	n.		???	
2167	Nubi			hwakaŋ			down floor	n.		???	
2168	Nubi			hwakdila			lower side	adv.		???	
#	1310/2170	60%								

